idx	aarc	cluster	cluster_dist	count
96	hope>*	5	0.8768161926458641	174
97	expect_*	7	0.7910492218348686	2132
98	hope_come	5	1.0638553833925997	176
99	hope>that	5	0.8228190605386544	100
100	proceeding_*	7	0.8943489244532552	128
101	hope_*	5	0.7492478748413688	13637
102	set_is	7	1.0634362286784707	191
103	set_out	7	1.0598065153695968	1011
104	are_under	3	0.944519303495083	385
105	am_sure	6	0.6484961639310448	9499
106	am_not	6	0.7551885007032999	2638
107	are_course	4	0.9978241546963074	347
108	are_are	2	0.9859437901770183	363
109	are_there	2	1.0459993497496034	7594
110	is_continue	5	0.8167516197322378	565
111	makes_*	2	0.6409226779613232	5559
112	is_pay	4	0.9150362840743034	150
113	is_why	5	0.8437369547704429	487
114	is_see	5	0.9587438680758048	447
115	have_*	7	0.9322227602399507	23497
116	have_also	2	0.897539239631251	499
117	have_however	7	0.960697366470443	486
118	welcome_to	6	0.8624059328759975	387
119	welcome_*	6	0.8946143500472452	3840
120	agree_with	5	0.447223043255225	9753
121	agree_*	5	0.44449490369660527	14770
122	agree_on	5	0.4696430808904987	175
123	based_*	0	0.9732076601938838	578
124	based_on	0	0.9717611131860661	522
125	based_be	1	0.946646144998044	107
126	say_to	7	0.8967166945972537	1103
127	say_be	7	0.8918360067643157	167
128	say_*	7	0.8931271588836354	4122
129	say_will	7	0.8841418094310532	214
130	since>*	0	0.9935420658261871	1432
131	even>*	0	1.0068899974205892	688
132	set_have	7	1.0625519297558819	705
133	set_in	7	1.0613142339916153	511
134	saw_*	5	0.9606961072697026	586
135	was_at	0	0.8283662110315998	317
136	was_*	0	0.7595753527888397	13185
137	are_in	2	0.935954569064097	2675
138	are_good	5	0.9235848431725795	129
139	when>*	0	0.8214156098259395	5110
140	tell_*	7	0.826781915700895	2546
141	tell_can	7	0.8200486180312709	1527
142	is_is	5	0.9069233177531633	8753
143	is_regrettable	5	0.9924131786351417	102
144	requires_*	2	0.9212288010343918	363
145	are_also	2	1.0183292954896723	266
146	there>are	2	1.052281825380399	5713
147	assure_continue	3	0.8537019474907448	155
148	assure_is	3	0.8566906405125055	392
149	assure_can	3	0.8027986342709202	2127
150	give_*	7	0.791385716560032	4292
151	rest_*	3	0.8452781272417293	165
152	stop_*	5	0.9816939356664899	240
153	studied_*	0	1.0510820064039386	151
154	last>*	2	0.949914741542282	840
155	let_*	0	0.7984656525674612	3728
156	was_there	0	0.9439571789521335	1444
157	there>was	4	0.9834932795205522	807
158	let>*	0	0.7987432904870126	2806
159	pay_*	5	0.7979232340572803	2428
160	is_like	0	0.8751173622443048	174
161	is_brought	5	0.7941091514154327	116
162	is_therefore	4	0.7677361961176785	557
163	made_clear	3	0.8559631057857514	3924
164	made_have	3	0.8501760114858283	4430
165	made_*	3	0.8479565264123846	11545
166	provided_have	2	0.8302920879749317	372
167	provided_*	3	0.8954442012915655	1100
168	provided_be	3	0.9574032236920196	123
169	provided_is	3	0.9284303108985407	139
170	think_*	4	0.829486345161602	12654
171	want_obviously	6	0.7450199396376246	105
172	obviously>*	6	0.8208197228603189	1982
173	want_*	2	0.9010474092087091	7494
174	invited_*	7	0.969677280735051	230
175	visit_*	6	0.9321021196062242	140
176	hope_agree	5	0.7378633308600668	223
177	seen_*	2	1.0482507842955864	2061
178	seen_have	2	1.0458369969110362	1645
179	have_consider	1	0.8571860747108714	232
180	have_will	7	0.8032240884029573	2994
181	is_make	5	0.8604295681210496	1224
182	is_help	2	0.9946878373462386	213
183	investigated_*	3	0.8778684733433496	156
184	believe_*	4	0.6262070271213008	9179
185	believe_be	4	0.6564951330626078	818
186	hope_be	3	0.9590165389271035	1722
187	do_*	5	0.938831417825426	4999
188	have_certainly	6	0.9657779195629682	172
189	do_should	5	0.9802808899723697	229
190	am_is	6	0.8114129786243536	459
191	dealing_with	2	0.9236003952178499	229
192	dealing_*	2	0.9243201324798936	235
193	have_look	6	0.8435118409892645	206
194	dealing_are	2	0.926086094407587	161
195	but>*	4	0.9060286532021697	2111
196	have_be	7	0.867953398319934	552
197	looked_have	6	0.8531235126384473	315
198	looked_at	6	0.8378810867232406	593
199	looked_*	6	0.8319105443897039	778
200	realise_*	4	0.8356235757341544	789
201	is_good	5	0.9002730693264526	651
202	means_*	0	0.9452202995391483	1269
203	raises_*	2	0.6049299039913845	2011
204	make_will	7	0.9123210920472042	1553
205	make_*	7	0.919738860671635	4965
206	am_happy	6	0.7407095680612157	3793
207	see_*	4	0.954908397601145	3174
208	have_tell	0	0.8801024531182905	210
209	secured_*	5	1.0255208374462736	182
210	remain_*	7	0.8557572060463126	1086
211	remain_will	7	0.7792911920122525	336
212	be_better	7	0.9436465224279366	280
213	be_might	7	0.9365635147548317	635
214	said_*	0	0.8168345804175815	5842
215	said_be	0	0.8468442150663515	446
216	have>*	3	0.9179648720600531	1280
217	while>*	4	0.7376019894205134	641
218	is_believe	5	0.7386394853571477	332
219	meet_will	6	1.005985370434764	287
220	meet_*	2	0.9683726694740606	648
221	reduced_have	0	1.0004553091538126	252
222	moved_have	0	0.9635263319247458	120
223	moved_*	0	0.9862920834646308	256
224	reduced_*	0	0.9831739613166784	678
225	have_make	6	0.9210685657946998	329
226	think_not	4	0.8228983031476067	2856
227	think_do	4	0.8249567089450175	2883
228	agree_however	5	0.46584914313127024	227
229	is_doing	4	0.9424015370534633	506
230	where>*	6	1.0031471454189098	729
231	ask_*	7	0.8520875419387344	1120
232	was_able	0	0.9424694784523975	208
233	share_*	2	0.8374857678775673	1898
234	working_*	2	0.7584852830552342	2750
235	working_closely	2	0.7735650057033451	475
236	working_with	2	0.7605719750371879	1284
237	working_are	2	0.7589914896616518	1951
238	be_shall	7	0.9101356196221586	1040
239	be_happy	7	0.9146301373665796	1712
240	done_*	3	1.1401969755770454	2514
241	done_has	0	1.143715962541116	662
242	created_*	0	0.9564609275900298	425
243	during>*	0	0.9527392705095185	626
244	believe_is	4	0.6164960347060083	2302
245	hope_do	5	0.813661097106948	241
246	thought_have	0	0.7679185035004662	1039
247	thought_*	0	0.7661770587316572	1958
248	thought_would	0	0.7687070669445086	356
249	says_is	0	0.7268190948117064	181
250	says_*	0	0.7501133793439098	893
251	believe_make	4	0.7891362562786032	101
252	were_*	0	0.7769725105773835	3017
253	were_in	0	0.8466153393047223	442
254	is_as	0	0.9094319753579013	1006
255	continue_*	3	0.8171021888137266	4813
256	continue_will	2	0.8071266400782973	2539
257	continue_do	2	0.8154135966722393	697
258	note_*	1	0.6827752562453187	1465
259	appreciate_*	1	0.7785618847605363	1711
260	appreciate_will	1	0.7928567196832123	428
261	appreciate_is	6	0.8780225765220946	208
262	understand_must	6	0.8695413540765055	130
263	understand_is	6	0.7565244065685458	651
264	sympathise_*	6	0.9875902748954057	216
265	sympathise_with	6	1.000846024927516	205
266	encouraged_*	3	0.8318391301081722	470
267	accept_*	4	0.7367023675846248	4089
268	is_emphasise	2	0.9843383791124202	158
269	take_must	6	0.8931012992313213	351
270	yes>*	5	0.7225909603812665	6578
271	are>*	2	0.7227787330386509	1731
272	is_at	0	0.9639773495889432	1113
273	is_with	5	0.8826189598462433	491
274	with>*	4	0.8930315647435518	2478
275	see_shall	4	0.9074661651341512	206
276	not>*	2	0.9477469067175491	1412
277	rests_*	3	0.9721558472502739	119
278	recognised_*	4	0.9303958093278543	501
279	was>*	0	0.9017689119069635	626
280	made_was	3	0.8556992423101953	451
281	awaiting_*	3	0.9277816574424307	139
282	is_possible	4	0.9552868822966654	647
283	until>*	7	0.7786651932780558	390
284	agreed_have	3	0.9218789611764365	274
285	agreed_*	3	0.9538780505076467	1032
286	wants_*	0	0.8789538984633095	463
287	raised_been	3	0.8469211001611109	139
288	raised_*	3	0.7857294343218718	1641
289	draw_*	1	0.8416308189800922	944
290	draw_to	1	0.8394161948896718	403
291	raised_with	3	0.7672094581969298	229
292	raised_has	3	0.8427691817317606	665
293	draw_shall	1	0.8229321922440719	336
294	taken_have	3	0.9709113615618629	1504
295	taken_*	3	0.9790759322676349	3602
296	was_in	0	0.8467418774469191	1115
297	hope_certainly	7	0.9857272828645807	133
298	as>to	7	0.9309638847780826	949
299	like_*	6	0.9072864140764695	2294
300	like_should	6	0.8789285964322636	824
301	is_aware	1	0.7913781812654916	1347
302	expressed_*	7	0.8989407481301117	459
303	expressed_has	2	0.9456871385341262	120
304	do_well	4	0.9129680180956992	155
305	do_would	4	0.8900887953495566	343
306	fallen_*	0	1.0192190440751614	611
307	fallen_has	0	1.0189817679713575	446
308	cause_*	4	0.8443913076391164	122
309	arise_*	7	0.7777580831423457	256
310	is_often	5	0.9869367528578032	129
311	look_into	6	0.8066348060443904	915
312	am_aware	6	0.7156239552911916	3897
313	look_shall	6	0.8052644622040163	910
314	look_*	6	0.8085311124928284	5308
315	is_draw	2	0.8264311858430938	838
316	is_essential	5	0.6963641075516168	633
317	agree_yes	5	0.45683418554663907	327
318	been_has	3	1.0971786317482317	7229
319	been_successful	3	1.0899950559418725	294
320	yes_*	5	0.9215533311034273	2826
321	hope_help	5	0.862316015420767	125
322	be_may	7	0.9277510776211118	1647
323	be_not	7	0.915853436769878	2087
324	be_aware	7	0.9326157097975021	3499
325	am_anxious	6	0.8139407113010508	207
326	point_*	0	1.092556173279338	1259
327	point_to	0	1.0912071745103098	526
328	point_out	0	1.0928633476475509	1155
329	is_through	5	0.8572412011291335	149
330	is_decide	4	0.8675746704064812	460
331	is_knows	1	0.9246418672674703	823
332	know_is	6	0.9033343636557352	1722
333	understand_been	6	0.8854948187092492	102
334	be_have	7	0.9501293105951931	245
335	be_able	7	0.9172679561601188	1300
336	reviewing_*	2	0.900942781493499	312
337	reviewing_are	2	0.9441928598096788	209
338	examined_*	1	0.7864562208488599	324
339	continuing_*	3	0.8079746555662204	520
340	continuing_are	3	0.794903014128316	360
341	considering_*	3	0.8250749602987022	1772
342	considering_are	3	0.8105154005408767	1210
343	was_delighted	5	1.0054084022773713	138
344	answer_*	7	0.8069334918975865	479
345	answer_can	7	0.8410253727738739	174
346	answer_not	7	0.8283327814923145	166
347	reached_have	0	0.9172007023368108	169
348	reached_*	0	0.8528571874510861	432
349	be_do	7	0.9158879793225795	164
350	had_not	2	0.9410436873858056	319
351	had_have	2	0.8397055500334324	2370
352	is_come	0	0.9240260324033328	365
353	is_not	4	0.7766921584222558	2787
354	consulted_*	3	0.8919228887632052	271
355	need_*	5	0.8857888234905672	5969
356	need_consider	3	0.9373313005897487	111
357	write_shall	3	0.9104590576560682	256
358	write_*	3	0.9152378693351515	943
359	write_to	3	0.9152465473927062	884
360	in>which	7	1.0939736974667102	221
361	got_has	0	0.9644450396057287	213
362	got_*	0	0.9110607303353546	684
363	started_*	2	0.9253954042019468	400
364	started_have	2	0.9401276995388926	127
365	opened_*	5	1.042993745149791	162
366	examine_*	6	0.8078866044388263	505
367	examine_shall	6	0.8192257704565166	174
368	listened_to	4	1.0734358956537342	293
369	listened_*	4	1.0736924936552419	337
370	listened_have	4	1.0778528906734135	139
371	explained_*	0	0.8452961332827963	407
372	by>*	0	1.0313351770747727	961
373	knows_*	0	0.8042420856680028	3532
374	is_ensure	5	0.8405445522559225	1481
375	determined_*	2	0.9605309854271551	1127
376	determined_are	2	0.9280333437844507	740
377	said_have	0	0.8583918724172265	1619
378	received_*	1	0.835919132831101	1484
379	received_has	1	0.8466999198696664	281
380	decided_*	1	0.8889949742620313	762
381	decided_have	1	0.9734684134673941	198
382	welcomed_has	7	1.0709738934742234	211
383	welcomed_been	7	1.073023006730093	244
384	welcomed_*	7	1.072448889464179	828
385	was_is	0	0.87518916338489	210
386	are_on	2	0.9349949480655586	643
387	made_to	3	0.8521270887707533	464
388	made_being	3	0.8528920230182678	343
389	made_are	3	0.8454006683729232	389
390	hope_join	0	0.956372286294685	203
391	believe_not	4	0.5928192907581847	1498
392	believe_do	4	0.5977017787088406	1509
393	although>*	4	0.933664060763673	1917
394	come_will	7	0.9372469950926298	568
395	come_to	7	0.9461274368446432	426
396	set_will	7	1.0584555044078034	198
397	come_*	7	0.955826888790466	2066
398	discuss_will	6	0.743139552152203	195
399	discuss_*	6	0.7203489118465574	592
400	been_for	3	1.092626446900838	467
401	been_would	3	1.1152286446883812	495
402	been_to	3	1.1003871534515381	211
403	been_not	3	1.0896638246782673	542
404	is_been	5	1.001079358685166	1075
405	is_involved	5	0.7625690373201183	127
406	reiterate_*	1	0.8262332484769567	241
407	prepared_*	1	0.9392592885102374	827
408	prepared_am	4	0.9198815957814669	341
409	discussed_*	3	0.6970683888512597	1265
410	say_not	7	0.8897766491278518	491
411	say_did	7	0.8820795044110353	154
412	made_has	3	0.8443587012229716	2366
413	considered_in	1	0.7758945459310357	197
414	considered_*	1	0.7731874974919601	1403
415	leave_*	0	0.9271116331931806	281
416	learned_for	6	0.9390655248399112	120
417	learned_*	1	0.8091744261075771	2127
418	are_at	2	1.02409260791764	637
419	perhaps>*	0	0.8490548526920632	1798
420	be_there	7	0.939625990538973	3729
421	play_*	5	0.7961055927022902	397
422	is_about	2	0.8519647088855629	1284
423	will>continue	3	0.7450870505355306	295
424	continue_work	2	0.6878054368357525	299
425	make_in	1	0.8973294197108267	186
426	there>has	3	1.0986463827063913	1758
427	includes_*	2	0.9045321496714633	553
428	is_bring	5	0.8123724385845651	167
429	working_am	2	0.7641796135921837	106
430	knows_are	1	0.8631164536669901	195
431	knows_also	7	0.8394387154814761	164
432	live_*	5	0.8408377217962896	149
433	want_course	2	0.9849252541252408	167
434	want_do	6	0.9518434469860273	1162
435	look_forward	6	0.8158115737187348	1623
436	put_have	0	1.1272247008330691	805
437	put_*	0	1.1226266734835744	3020
438	increased_*	0	1.0318360387025343	2154
439	increased_has	0	1.0295760476686238	745
440	put_in	0	1.125641834762668	807
441	played_*	5	0.7867869733713647	265
442	played_has	5	0.8948289525192775	100
443	is_want	5	0.8354739698629561	806
444	so>*	7	0.9462579804523056	2840
445	continue_is	3	0.8198098301877546	118
446	goes_*	0	0.8814987862751723	563
447	think_is	4	0.8341574747099801	3215
448	get_*	6	0.8943895637975984	1639
449	get_will	6	0.9513614389437238	439
450	congratulate_*	6	0.852519413096695	2130
451	involves_*	2	0.8894357602343934	324
452	know_do	0	0.8711670044856019	1550
453	know_not	0	0.8650323807440652	1622
454	in>other	7	1.0318388630496653	233
455	refused_*	0	0.9040982285459898	148
456	bring_*	6	0.9221777454495412	674
457	improve_*	2	0.9852701546385899	264
458	bring_to	5	0.8276909666878183	207
459	become_*	0	1.00026358071153	423
460	become_will	7	0.9120377059187751	115
461	come_from	2	0.9447668542490426	290
462	is_improve	5	0.8316905292606358	135
463	tell_will	0	0.6878460950722063	258
464	is_looking	2	0.9985943395224084	196
465	is_am	5	0.871264239641623	610
466	believe_has	4	0.6209436126542444	138
467	had_already	2	0.7766114804083298	155
468	also>*	7	1.0508791409618836	391
469	point_would	0	1.0968895666789933	164
470	agree_absolutely	5	0.4466432227490729	385
471	remains_*	3	1.012011002794834	1153
472	passed_*	3	0.8852259894152086	254
473	working_is	2	0.7593180998257107	546
474	done_have	0	1.1304736718040493	955
475	done_not	3	1.1430150195502198	156
476	is_necessary	5	0.6616329186425491	418
477	need_make	5	0.9287011056728868	316
478	is_try	5	0.8647475558110272	314
479	more>*	0	0.9480394027611481	927
480	needed_is	5	1.0562874119892984	140
481	needed_*	5	1.0639628591424537	321
482	have_is	7	1.0091862051921578	716
483	have_have	7	0.8829605175048217	289
484	is_worth	5	0.7436544413713284	1021
485	when_*	7	0.8994078755538288	257
486	be_would	7	0.9208816184389502	7202
487	doing_are	2	0.7192730642743856	1466
488	introduced_have	2	0.9155377916769479	571
489	first>*	0	0.9127507959213925	3095
490	introduced_*	2	0.9511211956066019	1252
491	are_of	4	1.0126542222663022	670
492	and>*	2	0.9241925476697047	316
493	want_make	2	0.9339971969680683	445
494	think_was	4	0.8304202452514164	302
495	think_in	4	0.8379192767354324	171
496	are_happy	2	1.0902917707290614	170
497	welcomed_have	7	1.073487255110597	186
498	welcomed_by	7	1.0724386036880202	270
499	giving_*	2	0.8032518321538118	508
500	giving_are	2	0.7508579859744866	308
501	is_well	2	0.9716633633025087	286
502	give_not	7	0.8294865924336484	770
503	be_should	7	0.9329230628568663	2532
504	course_of	0	1.0185419691143764	247
505	course_*	0	1.018541969114381	247
506	depends_on	7	1.0462635025493354	358
507	depends_*	4	1.0145916271541005	441
508	have_did	0	0.9793035302190204	115
509	actually>*	0	0.89670635854467	166
510	have_not	7	0.9340467106434989	1534
511	be_are	7	0.9247385709569772	444
512	trying_*	2	0.8532096505668624	1280
513	trying_am	2	0.9204135000396471	112
514	no>*	4	0.5858847668747309	3197
515	receive_*	7	0.92455443546847	676
516	think_am	4	0.8882912563135715	162
517	am_sorry	0	0.751013709103811	1277
518	is_no	4	0.6671774702112615	409
519	have_for	5	0.8809581301077738	159
520	get>*	6	0.7313720498653258	166
521	stay_*	7	1.0348129772047927	123
522	look_certainly	6	0.8086605342071116	589
523	look_carefully	6	0.8187075337872234	359
524	look_at	6	0.8128296351756812	2107
525	look_will	6	0.8056103090588648	1617
526	give_will	7	0.7849434197134921	717
527	get_back	6	0.7295572591898623	109
528	look_can	6	0.8282050992620928	135
529	be_can	7	0.9479061021394104	1089
530	there>can	7	0.9846065377932951	183
531	why>*	0	0.7853612534488826	527
532	realise_is	4	0.8400183538142403	162
533	see_as	5	0.9605481235592543	136
534	see_will	4	0.9086509104020614	935
535	is_have	5	0.8390128033241963	2286
536	agree_be	5	0.4517079564246936	405
537	point_however	0	1.0982929460231101	128
538	let_be	0	0.8025355257181717	380
539	used_*	4	1.0301657493405467	992
540	used_be	4	1.0619161721751151	283
541	is_now	0	0.9491872754689573	1371
542	unlike>*	0	0.8645115291606871	291
543	do_will	5	0.9914375476793794	1369
544	is_done	0	0.9634629290842516	375
545	come_not	7	0.9535974596189363	215
546	developed_*	2	0.861125354880957	224
547	indeed>*	5	0.9804897450613833	3397
548	talked_*	2	0.8491380611927718	364
549	talked_about	2	0.8239676193185241	205
550	came_to	0	1.0255445827679397	129
551	learn_*	2	0.8338334955647178	258
552	think_have	4	0.8454370345609747	314
553	am_of	2	0.8173751148617816	297
554	am_also	6	0.7924431112869201	202
555	tells_*	0	1.0161803018585223	126
556	even>if	7	1.0428643250940992	145
557	risen_have	0	0.9894546935175597	139
558	risen_*	0	0.9807058823637171	503
559	is_remember	2	1.0683672302363314	177
560	be_difficult	7	0.9516947293298311	203
561	very>*	3	0.8708225537246423	221
562	what>is	0	0.892158462011514	967
563	is_what	4	0.8830940132153191	411
564	gone_have	0	1.0724150791211597	346
565	gone_*	0	1.070566750692814	862
566	gone_up	0	1.0681086937675444	237
567	have_shall	6	0.8631127191472615	692
568	see_do	6	0.9395235124678486	292
569	see_not	4	0.8367866446158777	351
570	have_obviously	7	0.8838968772383542	170
571	confirm_*	7	0.8510959296301428	2145
572	confirm_can	7	0.849966270337559	1332
573	makes_clear	1	0.9323698626892214	161
574	am_confident	2	0.8454297843183872	619
575	say_may	7	0.8992587102517554	291
576	know_will	6	0.8630136402503057	4156
577	secondly>*	0	0.9093469798693793	1602
578	suppose_*	4	0.8688090557618208	182
579	failed_*	0	0.8302017899341768	349
580	tried_*	0	0.9990595677922437	440
581	agree_not	5	0.4749742974106569	1303
582	agree_no	5	0.4879464328996094	170
583	agree_would	5	0.46824381999143977	170
584	increased_by	0	1.0304716426115585	570
585	increased_in	0	1.02907075977957	366
586	drawn_*	1	0.8649705751804598	353
587	continue_be	3	0.845018518238957	264
588	does_*	4	0.8158134826001536	870
589	represented_*	2	0.9257589510740084	166
590	given_*	3	0.8682680624644643	2537
591	next>*	7	1.0273722107119874	162
592	find_*	4	0.6926583333632916	1917
593	believe_in	4	0.6330728223241552	428
594	planning_*	7	1.0178884471279048	123
595	putting_*	2	0.939836246008518	515
596	make_to	7	0.8858536068966962	217
597	make_shall	7	0.8331896807987699	481
598	made_always	3	0.865703372256342	176
599	make_sure	2	0.9154976900447278	681
600	make_also	6	0.9345553362714599	103
601	do_can	5	0.9236070477297394	484
602	ruled_*	7	1.007667485399897	109
603	confirm_yes	7	0.9331316337050953	109
604	is_interesting	5	0.8824535020760856	534
605	reassure_can	3	0.7414641172003582	454
606	included_*	3	0.861758235969203	362
607	wonder_*	0	0.7087038293786488	280
608	seem_be	4	0.7900939286617754	112
609	seem_does	4	0.8135854825207576	158
610	seem_*	4	0.8013003205061695	572
611	is_however	4	0.8844286667299006	2928
612	increase_*	0	0.9675088308384475	409
613	increased_have	0	1.038500436494276	825
614	on_*	7	0.8911710592906661	627
615	emphasise_*	1	0.6828053192986159	396
616	have_knows	3	0.8433640234796886	157
617	arises_*	1	0.9559032937256938	108
618	happening_*	0	1.0313018262146247	328
619	happening_is	0	1.028617656394495	284
620	is_open	6	0.9662877642688482	264
621	recognise_*	2	0.8645126107437302	3165
622	feel_*	7	0.9145097710645316	522
623	asked_*	0	0.8692761394850999	2620
624	asked_has	7	0.7935278329575598	326
625	asked_for	3	0.9205500278265192	233
626	know_as	6	0.9091088449544503	477
627	know_have	6	0.9073880993441786	248
628	know_from	2	0.8845476782459256	309
629	realise_will	0	0.8529892181208136	225
630	give_can	7	0.8021173106701192	1944
631	be_however	7	0.9187906955052235	730
632	want_will	6	0.8590952128940236	298
633	under>*	0	0.9951692256559757	1277
634	arise_not	7	0.8135809512367406	126
635	is_do	5	0.9555775150615747	846
636	how>*	0	0.9661275365248381	556
637	asked_been	7	1.0265963654615662	548
638	asked_reply	0	0.8503691341499962	458
639	asked_have	3	0.9035632170957214	1065
640	refer_*	4	0.8090465197493416	4827
641	seems_*	0	0.7535817259377448	1243
642	well>*	0	0.8926229664642406	411
643	seems_be	4	0.8385654192247955	303
644	regret_*	0	0.9208899174977516	653
645	is_certainly	5	0.9628789964691321	896
646	agree_certainly	5	0.4332686410723825	595
647	ensure_*	2	0.9136493356901293	2769
648	ensure_will	2	0.8997444101924361	1084
649	think_said	4	0.8749467845042291	133
650	reflects_*	0	1.076275706556697	249
651	have_in	2	0.9432411692638848	929
652	is_clear	5	0.9408135488413764	1663
653	refer_to	4	0.798960487297334	2777
654	learned>*	1	0.8771938862912724	706
655	confirm_will	7	0.9264139938204891	159
656	identified_*	2	0.7486172450554979	321
657	unfortunately>*	4	0.9904226403919126	554
658	is_under	3	0.8471316323241647	738
659	confirm_is	7	0.8570214865121055	285
660	listen_*	6	1.0530231370849703	534
661	listen_to	6	1.0506926048845442	450
662	may>*	7	0.8869416922022965	906
663	echo_*	7	0.9755365133065342	133
664	act_*	1	0.8484442246701012	215
665	mean_*	4	0.7681365424308766	1078
666	mean_would	4	0.690863669641178	187
667	only>*	3	0.904062105352618	770
668	both>*	3	0.9633418087679452	182
669	taken_been	3	0.9690928296349711	418
670	taken_has	3	0.9796590347736401	616
671	considering_carefully	1	0.7721588717149999	111
672	announce_*	3	0.7936696966913581	321
673	reach_*	1	0.748922007143239	167
674	noted_*	6	0.9002844348593938	484
675	accept_not	4	0.7372344709382488	1502
676	accept_do	4	0.7369815085029989	1351
677	place_*	3	0.8060226467451864	123
678	give_certainly	7	0.8029999454284109	322
679	considered_carefully	1	0.7765047440368394	145
680	assure_be	3	0.8445290850915383	170
681	acknowledge_*	4	0.9579011129735305	771
682	involved_is	2	0.7609959167297434	138
683	involved_in	3	0.8185874177632873	480
684	involved_*	3	0.8201544249765398	835
685	support_*	5	0.9054533728013681	1407
686	agree_are	5	0.4608182438849594	387
687	consider_*	6	0.7341652106638425	2586
688	consider_shall	6	0.7647134028122833	891
689	hope_made	3	0.8528761037739909	122
690	considering_is	3	0.8676244017562583	326
691	taken_into	3	0.9899111077958935	434
692	put_to	0	1.1138245080358982	346
693	once>*	7	0.7139574679617017	624
694	is_always	4	0.8600820835762748	502
695	is_correct	0	0.9915361826793668	1482
696	is_yes	2	0.9797392472858262	993
697	were_there	0	0.8390585416659181	821
698	using_*	2	0.9023937484352207	172
699	using_are	2	0.8720213282826258	110
700	pay>*	5	0.7523873369810709	125
